Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H2(20),H2X(33)
3.783975226529116e-05,0.048764219312884285,2.8588917612141614e-05,0.938,0.0,0.0,0.011561837453120397,0.00037695215917587745,0.0499738866701097,1.4675569266436952e-26,2.1282011545072512e-27,0.0019947704120627935,2.0841820013375553e-32,1.584572801933742e-40,6.659955120818066e-07,1.5625110961025296e-17,0.019271541786017227,2.0532704020605607e-07,1.230009196888807e-09,2.8136363668884953e-06,3.6650483867606594e-07,1.8441196914206552e-06,1.839410996088214e-35,1.0702730481118617e-28,1.3476557480424826e-05,1.1065758237761297e-08
3.786327134518184e-05,0.048764219312884285,2.8584739685859194e-05,0.938,0.0,0.0,0.01156092537579853,0.0003764908225790701,0.049973893899803605,1.4711654260659377e-26,2.1283088677815943e-27,0.0019947695961998564,2.0886579784885853e-32,1.5866335875907925e-40,6.659430699135746e-07,1.5641623077737584e-17,0.01927245728198098,2.0551735629501286e-07,1.2299873249610654e-09,2.813413168742591e-06,3.66500368145208e-07,1.8449729069450714e-06,1.8432101091623671e-35,1.0715413182141123e-28,1.3472609771660181e-05,1.1061643736641245e-08
3.788679042507252e-05,0.048764219312884285,2.858056792465275e-05,0.938,0.0,0.0,0.011560014557360273,0.00037603012319666567,0.04997390112038445,1.4747806159848453e-26,2.128416715297058e-27,0.001994768780076452,2.093140460274271e-32,1.5886953931706292e-40,6.658907001244407e-07,1.5658141305190216e-17,0.01927337151255658,2.0570773587131592e-07,1.2299654786413626e-09,2.813190276916051e-06,3.664959016994723e-07,1.8458260090455765e-06,1.8470145242726786e-35,1.0728101283847574e-28,1.3468667998291134e-05,1.1057535824598291e-08
3.79103095049632e-05,0.048764219312884285,2.8576402317242375e-05,0.938,0.0,0.0,0.01155910499570717,0.0003755700599653552,0.0499739083318687,1.4784025048315154e-26,2.128524697104689e-27,0.0019947679636929767,2.0976294514745696e-32,1.5907582180438572e-40,6.65838402593802e-07,1.5674665641075508e-17,0.019274284479854315,2.0589817892547232e-07,1.2299436578972686e-09,2.8129676908981593e-06,3.664914393361341e-07,1.84667899784787e-06,1.8508242420499393e-35,1.0740794783265463e-28,1.3464732149729553e-05,1.1053434488723129e-08
3.793382858485388e-05,0.048764219312884285,2.8572242852374593e-05,0.938,0.0,0.0,0.011558196688745193,0.0003751106318240778,0.04997391553427278,1.4820311010429156e-26,2.128632813255509e-27,0.0019947671470498273,2.1021249568723708e-32,1.5928220615816211e-40,6.657861772013194e-07,1.5691196083088634e-17,0.019275196185979965,2.0608868544800413e-07,1.2299218626992002e-09,2.8127454101792774e-06,3.6648698105246485e-07,1.8475318734774553e-06,1.854639269980011e-35,1.0753493677423774e-28,1.3460802215410216e-05,1.1049339716137754e-08
3.795734766474456e-05,0.048764219312884285,2.8568089518822312e-05,0.938,0.0,0.0,0.01155728963438474,0.00037465183771401387,0.04997392272761311,1.4856664130618792e-26,2.128741063800519e-27,0.0019947663301473992,2.106626981246896e-32,1.5948869231556058e-40,6.657340238268977e-07,1.570773262892828e-17,0.019276106633034907,2.0627925542944887e-07,1.2299000930144114e-09,2.81252343425084e-06,3.664825268457321e-07,1.8483846360596374e-06,1.8584596075962444e-35,1.0766197963357164e-28,1.3456878184790764e-05,1.10452514939954e-08
3.798086674463524e-05,0.048764219312884285,2.8563942305384655e-05,0.938,0.0,0.0,0.011556383830540614,0.0003741936765785797,0.04997392991190604,1.4893084493371135e-26,2.1288494487906965e-27,0.0019947655129860862,2.1111355293819617e-32,1.5969528021380366e-40,6.656819423507065e-07,1.5724275276295833e-17,0.019277015823116066,2.0646988886035899e-07,1.2298783488138391e-09,2.8123017626053566e-06,3.664780767131997e-07,1.8492372857195238e-06,1.862285263619642e-35,1.0778907638100718e-28,1.3452960047351629e-05,1.1041169809480399e-08
3.800438582452592e-05,0.048764219312884285,2.8559801200887e-05,0.938,0.0,0.0,0.011555479275132011,0.0003737361473634212,0.0499739370871679,1.492957218323196e-26,2.1289579682769956e-27,0.001994764695566282,2.1156506060555761e-32,1.5990196979016782e-40,6.656299326531543e-07,1.574082402289637e-17,0.019277923758315947,2.066605857313019e-07,1.2298566300643123e-09,2.8120803947364045e-06,3.6647363065212787e-07,1.8500898225820275e-06,1.866116236157489e-35,1.0791622698696482e-28,1.3449047792595993e-05,1.1037094649808156e-08
3.80279049044166e-05,0.048764219312884285,2.8555666194180804e-05,0.938,0.0,0.0,0.011554575966082514,0.00037327924901640804,0.04997394425341497,1.496612728480577e-26,2.1290666223103487e-27,0.0019947638778883814,2.12017221605303e-32,1.6010876098198348e-40,6.655779946149168e-07,1.5757378866437432e-17,0.019278830440722622,2.068513460328603e-07,1.2298349367373988e-09,2.811859330138631e-06,3.664691886597735e-07,1.850942246771863e-06,1.8699525355989044e-35,1.0804343142185365e-28,1.3445141410049703e-05,1.1033026002224984e-08
3.805142398430728e-05,0.048764219312884285,2.8551537274143596e-05,0.938,0.0,0.0,0.01155367390132008,0.00037282298048762753,0.04997395141066352,1.5002749882755829e-26,2.1291754109416653e-27,0.0019947630599527746,2.1247003641506277e-32,1.6031565372663543e-40,6.655261281169033e-07,1.5773939804630527e-17,0.019279735872419802,2.070421697556317e-07,1.2298132687993697e-09,2.811638568307746e-06,3.6646475073338954e-07,1.85179455841355e-06,1.8737941581182003e-35,1.0817068965617104e-28,1.3441240889261238e-05,1.1028963854008074e-08
3.8074943064197957e-05,0.048764219312884285,2.8547414429678854e-05,0.938,0.0,0.0,0.01155277307877703,0.00037236734072937914,0.049973958558929756,1.5039440061804152e-26,2.1292843342218315e-27,0.0019947622417598523,2.1292350551358272e-32,1.6052264796156222e-40,6.654743330402951e-07,1.579050683518927e-17,0.019280640055486777,2.0723305689022861e-07,1.2297916262225778e-09,2.81141810874052e-06,3.66460316870226e-07,1.8526467576314128e-06,1.8776411163463983e-35,1.082980016603809e-28,1.3437346219801638e-05,1.1024908192465379e-08
3.8098462144088636e-05,0.048764219312884285,2.8543297649719082e-05,0.938,0.0,0.0,0.011551873496390554,0.0003719123286964386,0.04997396569822987,1.5076197906738747e-26,2.1293933922017096e-27,0.001994761423310005,2.1337762937858126e-32,1.6072974362426297e-40,6.654226092665306e-07,1.5807079955831478e-17,0.019281542991997948,2.0742400742728041e-07,1.2297700089732133e-09,2.811197950934911e-06,3.6645588706752544e-07,1.8534988445495575e-06,1.8814934056485237e-35,1.0842536740504386e-28,1.34334573912672e-05,1.1020859004938344e-08
3.8121981223979316e-05,0.048764219312884285,2.8539186923216264e-05,0.938,0.0,0.0,0.011550975152101123,0.00037145794334523884,0.049973972828579995,1.511302350239193e-26,2.1295025849321427e-27,0.0019947606046036223,2.138324084883235e-32,1.609369406522776e-40,6.653709566772547e-07,1.5823659164277066e-17,0.0192824446840244,2.0761502135742762e-07,1.2297484170225775e-09,2.8109780943896748e-06,3.664514613225338e-07,1.8543508192919417e-06,1.8853510359044318e-35,1.0855278686071741e-28,1.3429574393271126e-05,1.1016816278794004e-08
3.8145500303869996e-05,0.048764219312884285,2.8535082239149796e-05,0.938,0.0,0.0,0.01155007804385381,0.0003710041836345471,0.04997397994999626,1.514991693365855e-26,2.1296119124639513e-27,0.001994759785641094,2.1428784332053913e-32,1.611442389832039e-40,6.653193751543624e-07,1.5840244458249895e-17,0.019283345133632623,2.0780609867132662e-07,1.229726850337791e-09,2.8107585386046862e-06,3.6644703963249306e-07,1.855202681982319e-06,1.8892140046355314e-35,1.0868025999801692e-28,1.342569721545044e-05,1.1012780001429208e-08
3.8169019383760676e-05,0.048764219312884285,2.8530983586526814e-05,0.938,0.0,0.0,0.011549182169598342,0.0003705510485254967,0.04997398706249471,1.5186878285496986e-26,2.129721374847932e-27,0.0019947589664228048,2.1474393435391802e-32,1.6135163855469822e-40,6.652678645800339e-07,1.5856835835476366e-17,0.019284244342884383,2.0799723935964982e-07,1.2297053088912811e-09,2.8105392830809547e-06,3.664426219946383e-07,1.8560544327442309e-06,1.893082324991322e-35,1.0880778678754816e-28,1.3421825847466285e-05,1.1008750160275673e-08
3.8192538463651356e-05,0.048764219312884285,2.852689095438041e-05,0.938,0.0,0.0,0.011548287527288816,0.00037009853698143335,0.049973994166091405,1.5223907642925258e-26,2.1298309721348567e-27,0.0019947581469491435,2.152006820660354e-32,1.6155913930447168e-40,6.652164248366765e-07,1.5873433293686803e-17,0.019285142313837073,2.0818844341308466e-07,1.229683792648446e-09,2.8103203273205505e-06,3.6643820840620085e-07,1.8569060717010244e-06,1.8969559888776517e-35,1.089353672000126e-28,1.34179602790024e-05,1.1004726742793653e-08
3.8216057543542036e-05,0.048764219312884285,2.8522804331768597e-05,0.938,0.0,0.0,0.011547394114883537,0.0003696466479678356,0.04997400126080234,1.5261005091019052e-26,2.1299407043754774e-27,0.0019947573272204957,2.1565808693593987e-32,1.617667411702882e-40,6.651650558069683e-07,1.589003683061332e-17,0.019286039048543844,2.0837971082233307e-07,1.229662301583474e-09,2.8101016708265694e-06,3.664337988644093e-07,1.8577575989758569e-06,1.900835014984525e-35,1.0906300120606408e-28,1.3414100499764275e-05,1.1000709736475211e-08
3.8239576623432715e-05,0.048764219312884285,2.8518723707774498e-05,0.938,0.0,0.0,0.011546501930345008,0.000369195380452318,0.049974008346643506,1.5298170714911975e-26,2.130050571620522e-27,0.001994756507237245,2.1611614944058268e-32,1.6197444408996519e-40,6.651137573737928e-07,1.5906646443992772e-17,0.019286934549053617,2.0857104157811154e-07,1.2296408356596118e-09,2.809883313103129e-06,3.6642939336648956e-07,1.858609014691696e-06,1.904719387832138e-35,1.0919068877649798e-28,1.3410246499479196e-05,1.0996699128840073e-08
3.826074379533433e-05,0.048764219312884285,2.8515056265997037e-05,0.938,0.0,0.0,0.011545700012406127,0.00036878977021782274,0.04997401471633005,1.5331678137137862e-26,2.1301495676117543e-27,0.0019947557690349524,2.1652896836831792e-32,1.62161463067378e-40,6.650676490474217e-07,1.5921600289532065e-17,0.019287739445963695,2.0874329341193513e-07,1.2296215378042253e-09,2.809687046191902e-06,3.6642543187357264e-07,1.8593751935544778e-06,1.9082199160128107e-35,1.0930565336321394e-28,1.3406782831756253e-05,1.0993095042554166e-08
3.828191096723594e-05,0.048764219312884285,2.851139366635527e-05,0.938,0.0,0.0,0.011544899085913145,0.00036838466181275865,0.04997402107885656,1.5365240912913036e-26,2.130248673034591e-27,0.001994755030627024,2.1694232071622266e-32,1.6234856380283927e-40,6.650215977245826e-07,1.5936559053520372e-17,0.01928854334631791,2.089155965421935e-07,1.2296022602673927e-09,2.8094910205239708e-06,3.664214736519161e-07,1.860141282243293e-06,1.911724784891124e-35,1.0942066129209466e-28,1.3403323829224837e-05,1.0989496120064271e-08
3.830307813913755e-05,0.048764219312884285,2.8507735900942837e-05,0.938,0.0,0.0,0.011544099149389498,0.00036798005448896375,0.04997402743423461,1.539885910442112e-26,2.1303478879259685e-27,0.0019947542920137357,2.1735620683409933e-32,1.6253574625112909e-40,6.649756033204253e-07,1.5951522734312793e-17,0.019289346251601114,2.0908795096214907e-07,1.2295830030296676e-09,2.8092952357399702e-06,3.664175186994922e-07,1.8609072808473912e-06,1.915234006369986e-35,1.0953571254183516e-28,1.3399869484441516e-05,1.0985902352333688e-08
3.832424531103916e-05,0.048764219312884285,2.8504082961870463e-05,0.938,0.0,0.0,0.01154330020136149,0.0003675759474997322,0.049974033782475745,1.543253277388564e-26,2.1304472123228068e-27,0.001994753553195368,2.1777062706936938e-32,1.6272301036706456e-40,6.649296657502449e-07,1.5966491330268188e-17,0.019290148163295252,2.0926035666507429e-07,1.2295637660660854e-09,2.809099691481237e-06,3.664135670142688e-07,1.86167318945589e-06,1.9187475738469226e-35,1.0965080709124285e-28,1.339641978997773e-05,1.0982313730347367e-08
3.8345412482940775e-05,0.048764219312884285,2.8500434841265383e-05,0.938,0.0,0.0,0.01154250224035823,0.00036717234009977205,0.04997404012359149,1.546626198356897e-26,2.130546646262011e-27,0.0019947528141721987,2.1818558177128054e-32,1.6291035610549857e-40,6.64883784929518e-07,1.5981464839746082e-17,0.019290949082879472,2.094328136442513e-07,1.229544549357122e-09,2.8089043873897853e-06,3.664096185942122e-07,1.8624390081577825e-06,1.922265499402987e-35,1.0976594491904995e-28,1.3392974738419345e-05,1.0978730245109028e-08
3.836657965484239e-05,0.048764219312884285,2.8496791531271187e-05,0.938,0.0,0.0,0.011541705264911559,0.00036676923154518924,0.04997404645759332,1.5500046795772e-26,2.130646189780472e-27,0.0019947520749445044,2.186010712874537e-32,1.6309778342131948e-40,6.648379607738584e-07,1.5996443261109146e-17,0.019291749011830155,2.096053218929716e-07,1.2295253528783194e-09,2.8087093231082995e-06,3.66405673437287e-07,1.8632047370419372e-06,1.9257877774904158e-35,1.0988112600409428e-28,1.3389534322366495e-05,1.0975151887642404e-08
3.8387746826744e-05,0.048764219312884285,2.8493153024047813e-05,0.938,0.0,0.0,0.011540909273556091,0.0003663666210934861,0.04997405278449274,1.5533887272834192e-26,2.1307458429150662e-27,0.001994751335512561,2.1901709596737206e-32,1.63285292269451e-40,6.647921931990581e-07,1.601142659272077e-17,0.01929254795162089,2.0977788140453632e-07,1.229506176609646e-09,2.808514498280133e-06,3.6640173154145594e-07,1.8639703761970971e-06,1.9293144188094962e-35,1.09996350325156e-28,1.3386098534433566e-05,1.0971578648990141e-08
3.840891399864561e-05,0.048764219312884285,2.84895193117715e-05,0.938,0.0,0.0,0.011540114264829189,0.000365964508003561,0.0499740591043012,1.5567783477133667e-26,2.1308456057026553e-27,0.0019947505958766466,2.1943365615882493e-32,1.634728826048525e-40,6.647464821210489e-07,1.6026414832947484e-17,0.01929334590372252,2.0995049217225615e-07,1.2294870205270599e-09,2.808319912549311e-06,3.663977929046799e-07,1.8647359257118824e-06,1.9328454186403975e-35,1.1011161786111331e-28,1.3382667367249201e-05,1.0968010520214517e-08
3.843008117054722e-05,0.048764219312884285,2.8485890386634813e-05,0.938,0.0,0.0,0.011539320237270953,0.00036556289153570626,0.04997406541703012,1.5601735471087254e-26,2.1309454781800857e-27,0.0019947498560370347,2.1985075221121947e-32,1.6366055438251885e-40,6.647008274559358e-07,1.60414079801568e-17,0.019294142869603112,2.1012315418945119e-07,1.229467884610206e-09,2.808125565560528e-06,3.6639385752491754e-07,1.8655013856747875e-06,1.9363807867812302e-35,1.1022692859079572e-28,1.3379240813456263e-05,1.0964447492396907e-08
3.8451248342448834e-05,0.048764219312884285,2.8482266240846548e-05,0.938,0.0,0.0,0.011538527189424235,0.0003651617709516046,0.049974071722690916,1.5635743317150488e-26,2.1310454603841897e-27,0.001994749115994002,2.2026838447235329e-32,1.6384830755748059e-40,6.646552291199685e-07,1.605640603271923e-17,0.01929493885072797,2.1029586744945107e-07,1.229448768835439e-09,2.8079314569591437e-06,3.663899254001253e-07,1.8662667561741834e-06,1.9399205193880985e-35,1.1034228249312002e-28,1.3375818865711819e-05,1.0960889556638062e-08
3.8472415514350446e-05,0.048764219312884285,2.847864686663171e-05,0.938,0.0,0.0,0.011537735119834622,0.0003647611455143259,0.049974078021294964,1.5669807077817606e-26,2.1311455523517863e-27,0.001994748375747821,2.206865532915675e-32,1.6403614208480384e-40,6.646096870295651e-07,1.607140898900637e-17,0.01929573384855966,2.1046863194559493e-07,1.2294296731821406e-09,2.8077375863911835e-06,3.6638599652825794e-07,1.8670320372983167e-06,1.943464625472986e-35,1.104576795469629e-28,1.3372401516687091e-05,1.0957336704057872e-08
3.849358268625206e-05,0.048764219312884285,2.8475032256230382e-05,0.938,0.0,0.0,0.011536944027050237,0.0003643610144882308,0.04997408431285365,1.5703926815618983e-26,2.131245754119678e-27,0.0019947476352987674,2.2110525901712398e-32,1.642240579195879e-40,6.645642011012803e-07,1.6086416847392294e-17,0.01929652786455817,2.106414476712307e-07,1.2294105976271344e-09,2.807543953503293e-06,3.6638207090726845e-07,1.8677972291353181e-06,1.947013102606833e-35,1.1057311973126934e-28,1.3368988759066486e-05,1.095378892579413e-08
3.851474985815367e-05,0.048764219312884285,2.84714224019e-05,0.938,0.0,0.0,0.011536153909622137,0.000363961377139162,0.0499740905973783,1.5738102593126542e-26,2.1313460657246542e-27,0.001994746894647114,2.2152450199792107e-32,1.6441205501697027e-40,6.645187712518429e-07,1.610142960625306e-17,0.019297320900180565,2.1081431461971643e-07,1.2293915421489884e-09,2.807350557942828e-06,3.663781485351096e-07,1.868562331773187e-06,1.9505659563505326e-35,1.1068860302498747e-28,1.3365580585549534e-05,1.0950246213005656e-08
3.853591703005528e-05,0.048764219312884285,2.846781729591458e-05,0.938,0.0,0.0,0.01153536476610417,0.0003635622327343833,0.04997409687488022,1.5772334472952167e-26,2.13144648720349e-27,0.0019947461537931327,2.2194428258151472e-32,1.6460013333212579e-40,6.644733973981408e-07,1.611644726396746e-17,0.01929811295688108,2.1098723278441993e-07,1.2293725067257465e-09,2.8071573993578292e-06,3.6637422940973007e-07,1.8693273452997944e-06,1.954123189134274e-35,1.10804129407106e-28,1.3362176988850288e-05,1.0946708556870063e-08
3.8557084201956893e-05,0.048764219312884285,2.846421693056395e-05,0.938,0.0,0.0,0.011534576595052864,0.0003631635805425139,0.04997410314537073,1.5806622517745993e-26,2.1315470185929416e-27,0.0019947454127370967,2.2236460111694837e-32,1.647882928202642e-40,6.644280794572144e-07,1.6131469818915374e-17,0.019298904036111262,2.1116020215871824e-07,1.2293534913352554e-09,2.806964477396983e-06,3.6637031352907487e-07,1.8700922698028912e-06,1.9576848032350234e-35,1.1091969885659715e-28,1.335877796169663e-05,1.0943175948583726e-08
3.8599418545760124e-05,0.048764219312884285,2.8457030391004684e-05,0.938,0.0,0.0,0.011533003164589582,0.0003623677498786971,0.049974115665362556,1.5875367353028988e-26,2.1317484112506657e-27,0.0019947439300199462,2.2320685343729007e-32,1.6516485513650296e-40,6.643376109826167e-07,1.616152961404163e-17,0.01930048326795351,2.115062945096535e-07,1.2293155205651757e-09,2.806579341945729e-06,3.6636249149371453e-07,1.8716218520889487e-06,1.9648211873519218e-35,1.1115096687379004e-28,1.335199358700622e-05,1.0936125840438565e-08
3.8641752889563354e-05,0.048764219312884285,2.8449862721856415e-05,0.938,0.0,0.0,0.011531433606737853,0.0003615738793237304,0.04997412815744372,1.5944337600943648e-26,2.131950243991615e-27,0.00199474244649783,2.2405126175042278e-32,1.655417416080671e-40,6.642473651674453e-07,1.6191608978709806e-17,0.019302058607265995,2.1185259161972412e-07,1.2292776296636362e-09,2.806195148791565e-06,3.6635468241256533e-07,1.8731510793309324e-06,1.9719751309581018e-35,1.1138240690891494e-28,1.3345227403577787e-05,1.092909581851774e-08
3.8684087233366585e-05,0.048764219312884285,2.844271386200706e-05,0.938,0.0,0.0,0.011529867910046123,0.00036078196307537836,0.04997414062170376,1.601353376407753e-26,2.132152517109347e-27,0.001994740962172905,2.248978288451358e-32,1.6591895187790638e-40,6.641573413535597e-07,1.6221707900031383e-17,0.01930363006556429,2.1219909343628078e-07,1.2292398184558695e-09,2.805811895147421e-06,3.6634688626914056e-07,1.8746799522264637e-06,1.9791466562761273e-35,1.1161401879470555e-28,1.3338479353732899e-05,1.0922085813069332e-08
3.8726421577169815e-05,0.048764219312884285,2.8435583750597504e-05,0.938,0.0,0.0,0.011528306063105613,0.000359991995353103,0.04997415305823191,1.608295634563955e-26,2.132355230897189e-27,0.001994739477047322,2.257465575090144e-32,1.6629648558954218e-40,6.640675388852755e-07,1.6251826365150636e-17,0.019305197654320882,2.125457999068234e-07,1.2292020867674847e-09,2.805429578236637e-06,3.6633910304692225e-07,1.8762084714712127e-06,1.9863357855105476e-35,1.1184580236422647e-28,1.3331749380014744e-05,1.0915095754640869e-08
3.881109026477627e-05,0.048764219312884285,2.842137953091422e-05,0.938,0.0,0.0,0.011525193873055208,0.0003584178824721819,0.04997417784844769,1.622248277999014e-26,2.1327619816553617e-27,0.001994736504402742,2.2745051069976886e-32,1.6705252191514522e-40,6.638885953749601e-07,1.631212187551452e-17,0.019308321268885677,2.1323982660060388e-07,1.2291268612531453e-09,2.804667743560133e-06,3.6632357529989033e-07,1.8792644517813566e-06,2.0007669445796283e-35,1.123098838884075e-28,1.331834343223e-05,1.0901175202518779e-08
3.888729208362208e-05,0.048764219312884285,2.8408659247450287e-05,0.938,0.0,0.0,0.011522405954573786,0.0003570077872882197,0.04997420006568673,1.6348835982842168e-26,2.133129567367447e-27,0.0019947338263057645,2.2899148911503615e-32,1.6773405721463263e-40,6.637282966896581e-07,1.636645454630145e-17,0.01931111940238067,2.1386515001797897e-07,1.229059428504702e-09,2.803985268335092e-06,3.663096443517929e-07,1.8820136315141292e-06,2.013815415989561e-35,1.1272814275079618e-28,1.3306339327665541e-05,1.0888714233741103e-08
3.8963493902467894e-05,0.048764219312884285,2.839599877385896e-05,0.938,0.0,0.0,0.011519630333788767,0.0003556039164095538,0.04997422219444611,1.647593063570541e-26,2.133498585402023e-27,0.001994731145647706,2.3053951438826487e-32,1.6841663494768611e-40,6.635687050778871e-07,1.642085034048915e-17,0.01931390517503742,2.1449113570451965e-07,1.228992250704038e-09,2.803305785413674e-06,3.662957550102327e-07,1.8847616761491066e-06,2.0269212696035112e-35,1.131469552878613e-28,1.3294392906192063e-05,1.087631682669622e-08
3.9039695721313706e-05,0.048764219312884285,2.8383397764174102e-05,0.938,0.0,0.0,0.011516866945683024,0.0003542062368944171,0.04997424423523362,1.6603769695769571e-26,2.133869037461505e-27,0.0019947284624408,2.3209460278683173e-32,1.6910025305596775e-40,6.634098168029536e-07,1.647530918423182e-17,0.01931667865223538,2.1511778335934638e-07,1.2289253268476448e-09,2.802629278972046e-06,3.66281907177892e-07,1.8875085896738874e-06,2.0400846350478052e-35,1.135663205383426e-28,1.3282503840591806e-05,1.0863982586953826e-08
3.911589754015952e-05,0.048764219312884285,2.837085587497821e-05,0.938,0.0,0.0,0.011514115725672095,0.0003528147160204733,0.04997426618855353,1.673235612675978e-26,2.134240925245925e-27,0.001994725776697195,2.3365677057761684e-32,1.6978490948713557e-40,6.632516281530193e-07,1.6529831004010996e-17,0.019319439898918687,2.1574509268309556e-07,1.2288586559358994e-09,2.8019557332916646e-06,3.662681007571951e-07,1.8902543760561623e-06,2.0533056419777458e-35,1.1398623754455758e-28,1.327067180588963e-05,1.0851711123102727e-08
3.919209935900533e-05,0.048764219312884285,2.8358372765379435e-05,0.938,0.0,0.0,0.011511376609600645,0.0003514293212830175,0.04997428805490655,1.6861692898941755e-26,2.1346142504529433e-27,0.001994723088428953,2.3522603402764893e-32,1.7047060219484642e-40,6.630941354408985e-07,1.658441572663376e-17,0.019322188979599704,2.1637306337790917e-07,1.228792236973057e-09,2.8012851327584253e-06,3.66254335650318e-07,1.8929990392438385e-06,2.0665844200816816e-35,1.144067053523971e-28,1.3258896479334954e-05,1.0839502046723284e-08
3.926830117785114e-05,0.048764219312884285,2.834594809698829e-05,0.938,0.0,0.0,0.011508649533738837,0.0003500500203931473,0.04997430983478992,1.6991782989126802e-26,2.1349890147778624e-27,0.001994720397648049,2.368024094048354e-32,1.7115732913875843e-40,6.629373350038501e-07,1.6639063279230556e-17,0.01932492595836267,2.1700169514742437e-07,1.2287260689672733e-09,2.8006174618617722e-06,3.6624061175918967e-07,1.8957425831651637e-06,2.0799210990833325e-35,1.1482772301129768e-28,1.3247177540383335e-05,1.0827354972358503e-08
3.942070481554277e-05,0.048764219312884285,2.8321272742651023e-05,0.938,0.0,0.0,0.011503231249832218,0.00034730957206931945,0.04997435313711925,1.7254235063506587e-26,2.1357428675508413e-27,0.0019947150085957463,2.399765610161943e-32,1.725338776038267e-40,6.626257964250643e-07,1.674854658447414e-17,0.019330363864351167,2.1826094073252732e-07,1.2285944818789535e-09,2.7992908474488635e-06,3.662132872307109e-07,1.9012263288241496e-06,2.106768678832877e-35,1.156714040976844e-28,1.3223907554039136e-05,1.0803245302502032e-08
3.955786808946523e-05,0.048764219312884285,2.8299261448387972e-05,0.938,0.0,0.0,0.011498395341084504,0.0003448636899702484,0.04997439181840689,1.7493048275575374e-26,2.1364262737889562e-27,0.0019947101499738075,2.428577834740854e-32,1.7377628796437787e-40,6.623477430336942e-07,1.6847295713239536e-17,0.019335217225432636,2.193965196917508e-07,1.2284769019016114e-09,2.798106760322721e-06,3.661888351243911e-07,1.9061579110362456e-06,2.1311308237190694e-35,1.164325881023028e-28,1.320315424077022e-05,1.0781754839335598e-08
3.968131503599544e-05,0.048764219312884285,2.827960882750815e-05,0.938,0.0,0.0,0.011494075556098769,0.00034267886135346253,0.049974426398425476,1.7710106345733776e-26,2.1370453482189708e-27,0.001994705770407571,2.4547079878702466e-32,1.7489729576767007e-40,6.620993655418277e-07,1.6936343036088147e-17,0.01933955255113025,2.204203682288636e-07,1.2283717622468098e-09,2.7970489977973357e-06,3.6616694110828773e-07,1.910593285277313e-06,2.15321885580193e-35,1.1711916455679928e-28,1.3184628337334836e-05,1.0762580229757674e-08
3.9804761982525654e-05,0.048764219312884285,2.826010403159729e-05,0.938,0.0,0.0,0.011489786321803508,0.00034050949465559677,0.04997446075967573,1.792919199125048e-26,2.1376682278866818e-27,0.0019947013844436776,2.481027527824176e-32,1.7602098382083535e-40,6.618527446452874e-07,1.702555404223484e-17,0.01934385717000113,2.2144594678932065e-07,1.2282672647348035e-09,2.7959986688364046e-06,3.6614515359264113e-07,1.915025787087219e-06,2.1754610307319795e-35,1.1780716824628823e-28,1.3166245152284553e-05,1.0743562025315981e-08
3.992820892905587e-05,0.048764219312884285,2.8240745700985136e-05,0.938,0.0,0.0,0.011485527380733399,0.00033835545943773057,0.04997449490416072,1.8150318083942376e-26,2.1382949199234092e-27,0.0019946969921303525,2.507537146500978e-32,1.7714734364662555e-40,6.616078655464409e-07,1.7114928432290596e-17,0.019348131340934833,2.2247325416082874e-07,1.2281634052751939e-09,2.7949557107778464e-06,3.661234721536903e-07,1.919455432538351e-06,2.197857901171784e-35,1.184965952447715e-28,1.3148003392761146e-05,1.072469868075416e-08
4.005165587558608e-05,0.048764219312884285,2.8221532491866098e-05,0.938,0.0,0.0,0.011481298478141793,0.0003362166266396562,0.04997452883386119,1.837349754101475e-26,2.1389254314447684e-27,0.001994692593515279,2.5342375358690255e-32,1.7827636680913543e-40,6.613647136038662e-07,1.7204465909002466e-17,0.019352375320085664,2.2350228914078003e-07,1.2280601798030369e-09,2.7939200616212376e-06,3.6610189636652346e-07,1.9238822375751076e-06,2.2204100198956887e-35,1.191874416501795e-28,1.3129901780016152e-05,1.0705988669612018e-08
4.0175102822116294e-05,0.048764219312884285,2.8202463076060166e-05,0.938,0.0,0.0,0.011477099361963278,0.00033409286856088546,0.04997456255073592,1.8598743325117847e-26,2.139559769550781e-27,0.001994688188645608,2.5611293879569283e-32,1.7940804491379685e-40,6.611232743301185e-07,1.7294166177243104e-17,0.019356589360910365,2.245330505361419e-07,1.2279575842807787e-09,2.7928916600186214e-06,3.6608042580516724e-07,1.928306218015233e-06,2.2431179402252693e-35,1.1987970358416794e-28,1.3111939049219013e-05,1.0687430483884804e-08
4.029854976864651e-05,0.048764219312884285,2.8183536140789928e-05,0.938,0.0,0.0,0.01147292978277867,0.00033198405884287053,0.04997459605672186,1.8826068444401276e-26,2.1401979413259653e-27,0.0019946837775679594,2.588213394858927e-32,1.8054236960738504e-40,6.60883533389877e-07,1.738402894399812e-17,0.019360773714203357,2.2556553716335346e-07,1.2278556146943242e-09,2.791870445266116e-06,3.6605906004263987e-07,1.9327273895510596e-06,2.2659822152100746e-35,1.2057337719230807e-28,1.3094113949277149e-05,1.0669022633855806e-08
