Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NN_ads(36)
9.505341329544642e-05,0.048764219312884285,4.5217455548363767e-08,1.7186372464637377e-05,5.144061079276689e-07,2.6583123557321787e-34,2.9877388328408985e-07,0.938,1.9283717746535136e-16,0.01971240999561796,0.00018034198111652693,3.60437800856125e-09,1.9562252702775036e-06,0.0,0.0,0.00894452361307151,6.386436405794802e-16,0.05028707199389463,5.2066861114951486e-09,2.6245867210451083e-43,0.0018004597795156373,7.233714768442673e-29,5.402481143575596e-12
9.512978249246978e-05,0.048764219312884285,4.519575616560685e-08,1.7192640807624233e-05,5.144151653387235e-07,2.66641803588781e-34,2.988724948896058e-07,0.938,1.9320607883636472e-16,0.019712098097844934,0.00018054574233054553,3.6042718310033325e-09,1.956019574951758e-06,0.0,0.0,0.008944625601102818,6.384928758801482e-16,0.05028738388271643,5.2226087250486875e-09,2.6316908912862057e-43,0.0018002499454749434,7.256750057713394e-29,5.419065760444584e-12
9.520615168949313e-05,0.048764219312884285,4.517407975819148e-08,1.719890517599572e-05,5.144242256629962e-07,2.6745420603717616e-34,2.989710470807724e-07,0.938,1.9357539100105317e-16,0.01971178610639,0.00018074956854939112,3.604165686646144e-09,1.9558138152490923e-06,0.0,0.0,0.008944727621883652,6.383452318093469e-16,0.0502876958652172,5.23856732471995e-09,2.638808646521023e-43,0.001800040050373392,7.279855462249867e-29,5.435688120842573e-12
9.528252088651648e-05,0.048764219312884285,4.5152426283225566e-08,1.7205165573411456e-05,5.144332888986154e-07,2.6826844557453633e-34,2.990695399039866e-07,0.938,1.9394511407730514e-16,0.019711474021318322,0.0001809534597271074,3.6040595754096413e-09,1.955607991204957e-06,0.0,0.0,0.008944829675391109,6.382006247480961e-16,0.05028800794133176,5.254561962625961e-09,2.6459400018715844e-43,0.0017998300942531826,7.303031139049659e-29,5.4523482803090185e-12
9.535889008353984e-05,0.048764219312884285,4.513079569793573e-08,1.7211422003524788e-05,5.144423550434351e-07,2.690845248578003e-34,2.991679734055611e-07,0.938,1.9431524818292003e-16,0.019711161842695016,0.00018115741581777042,3.6039534972140363e-09,1.955402102853941e-06,0.0,0.0,0.008944931761602307,6.380589729647996e-16,0.05028832011099498,5.270592690909851e-09,2.653084972463596e-43,0.0017996200771564898,7.32627724529908e-29,5.469046294413664e-12
9.543525928056319e-05,0.048764219312884285,4.5109187959649525e-08,1.7217674469981586e-05,5.144514240955604e-07,2.6990244654648396e-34,2.9926634763168667e-07,0.938,1.9468579343558485e-16,0.019710849570585155,0.00018136143677549644,3.60384745197971e-09,1.955196150233461e-06,0.0,0.0,0.008945033880494375,6.379201970672659e-16,0.05028863237414184,5.286659561747702e-09,2.6602435734274143e-43,0.0017994099991254515,7.349593938422747e-29,5.485782218763049e-12
9.551162847758654e-05,0.048764219312884285,4.508760302581049e-08,1.7223922976420953e-05,5.144604960534034e-07,2.707222133023101e-34,2.993646626284474e-07,0.938,1.9505674995289273e-16,0.01971053720505376,0.00018156552255443583,3.6037414396272737e-09,1.9549901333811322e-06,0.0,0.0,0.008945136032044462,6.377842195559393e-16,0.050288944730707295,5.3027626273430375e-09,2.667415819897266e-43,0.0017991998602021795,7.372981376044136e-29,5.50255610899543e-12
9.55879976746099e-05,0.048764219312884285,4.5066040853976e-08,1.7230167526474595e-05,5.144695709149268e-07,2.7154382778680907e-34,2.9946291844190985e-07,0.938,1.9542811785232364e-16,0.019710224746165798,0.00018176967310877933,3.6036354600776365e-09,1.9547840523303412e-06,0.0,0.0,0.008945238216229742,6.376509651848235e-16,0.050289257180626365,5.318901939932581e-09,2.6746017270120608e-43,0.001798989660428756,7.396439716027247e-29,5.519368020787212e-12
9.566436687163325e-05,0.048764219312884285,4.504450140180667e-08,1.7236408123767155e-05,5.144786486778105e-07,2.7236729266275515e-34,2.9956111511806335e-07,0.938,1.957998972512552e-16,0.01970991219398619,0.00018197388839275453,3.6035295132518864e-09,1.95457790711614e-06,0.0,0.0,0.0089453404330274,6.375203606917945e-16,0.05028956972383416,5.335077551783035e-09,2.6818013099149315e-43,0.0017987793998472305,7.419969116453639e-29,5.5362180098487885e-12
9.57407360686566e-05,0.048764219312884285,4.502298462706557e-08,1.7242644771916114e-05,5.144877293404553e-07,2.731926105970332e-34,2.9965925270275635e-07,0.938,1.9617208826696322e-16,0.019709599548579825,0.00018217816836062564,3.6034235990712448e-09,1.9543716977785143e-06,0.0,0.0,0.008945442682414644,6.373923347139513e-16,0.050289882360265784,5.351289515190958e-09,2.6890145837532215e-43,0.0017985690784996192,7.443569735621898e-29,5.553106131924176e-12
9.581710526567996e-05,0.048764219312884285,4.500149048764012e-08,1.7248877474531927e-05,5.1449681290144e-07,2.740197842569767e-34,2.9975733124177855e-07,0.938,1.9654469101662063e-16,0.019709286810011502,0.00018238251296669376,3.60331771745733e-09,1.9541654243500137e-06,0.0,0.0,0.008945544964368704,6.372668177681077e-16,0.050290195089856424,5.367537882483074e-09,2.6962415636785243e-43,0.0017983586964279157,7.467241732050051e-29,5.570032442792598e-12
9.589347446270331e-05,0.048764219312884285,4.498001894151403e-08,1.7255106235217875e-05,5.145058993581321e-07,2.74848816309259e-34,2.998553507808748e-07,0.938,1.9691770561729233e-16,0.019708973978346006,0.00018258692216529862,3.6032118683318574e-09,1.9539590868663447e-06,0.0,0.0,0.008945647278866823,6.371437423059784e-16,0.05029050791254131,5.38382270601777e-09,2.7034822648468884e-43,0.0017981482536740783,7.49098526448656e-29,5.58699699826906e-12
9.596984365972666e-05,0.048764219312884285,4.495856994677812e-08,1.7261331057570158e-05,5.14514988708515e-07,2.756797094241947e-34,2.9995331136568607e-07,0.938,1.972911321859377e-16,0.019708661053648067,0.00018279139591081766,3.6031060516167472e-09,1.953752685365813e-06,0.0,0.0,0.008945749625886262,6.370230426113195e-16,0.05029082082825571,5.400144038184414e-09,2.710736702418727e-43,0.0017979377502800316,7.514800491905699e-29,5.603999854203593e-12
9.604621285675002e-05,0.048764219312884285,4.493714346163469e-08,1.72675519451779e-05,5.145240809516755e-07,2.7651246627565672e-34,3.000512130417574e-07,0.938,1.9766497083941218e-16,0.01970834803598236,0.00018299593415766537,3.6030002672342296e-09,1.9535462198835346e-06,0.0,0.0,0.008945852005404311,6.369046547377938e-16,0.05029113383693496,5.416501931402843e-09,2.7180048915587426e-43,0.0017977271862876746,7.538687573504034e-29,5.621041066481199e-12
9.612258205377337e-05,0.048764219312884285,4.4915739444393966e-08,1.727376890162324e-05,5.14533176085451e-07,2.773470895352655e-34,3.0014905585457775e-07,0.938,1.9803922169446798e-16,0.019708034925413502,0.00018320053686029324,3.6028945151067337e-09,1.953339690452342e-06,0.0,0.0,0.008945954417398266,6.367885164330712e-16,0.05029144693851443,5.432896438123234e-09,2.7252868474359037e-43,0.0017975165617388769,7.562646668699783e-29,5.6381206910218e-12
9.619895125079672e-05,0.048764219312884285,4.489435785346997e-08,1.727998193048134e-05,5.14542274106616e-07,2.7818358187466787e-34,3.0024683984956507e-07,0.938,1.9841388486775368e-16,0.01970772172200608,0.0001834052039731896,3.6027887951568118e-09,1.953133097110214e-06,0.0,0.0,0.008946056861845453,6.366745671089436e-16,0.05029176013292956,5.449327610826137e-09,2.732582585223453e-43,0.0017973058766754732,7.586677937133316e-29,5.655238783779764e-12
9.627532044782008e-05,0.048764219312884285,4.487299864738134e-08,1.7286191035320355e-05,5.145513750140933e-07,2.7902194597321285e-34,3.003445650720348e-07,0.938,1.9878896047581411e-16,0.019707408425824625,0.00018360993545087995,3.6026831073072908e-09,1.9529264398963805e-06,0.0,0.0,0.008946159338723204,6.365627477917233e-16,0.05029207342011581,5.4657955020225965e-09,2.73989212009892e-43,0.001797095131139268,7.610781538668242e-29,5.672395400744035e-12
9.635168964484343e-05,0.048764219312884285,4.485166178475567e-08,1.729239621970144e-05,5.145604788075884e-07,2.7986218451181397e-34,3.0044223156722075e-07,0.938,1.9916444863509006e-16,0.019707095036933606,0.00018381473124792652,3.602577451481315e-09,1.952719718842063e-06,0.0,0.0,0.008946261848008886,6.364530010944755e-16,0.05029238680000868,5.482300164254175e-09,2.7472154672441253e-43,0.0017968843251720422,7.634957633391861e-29,5.68959059793877e-12
9.642805884186678e-05,0.048764219312884285,4.483034722432791e-08,1.7298597487178846e-05,5.14569585482925e-07,2.8070430016234978e-34,3.0053983938030664e-07,0.938,1.9954034946191851e-16,0.019706781555397464,0.00018401959131892872,3.602471827602104e-09,1.9525129339808177e-06,0.0,0.0,0.008946364389679868,6.363452711749198e-16,0.05029270027254377,5.498841650092966e-09,2.754552641845178e-43,0.0017966734588155443,7.65920638161543e-29,5.706824431423145e-12
9.64967911191878e-05,0.048764219312884285,4.481118315429621e-08,1.7304175281887436e-05,5.145777839536931e-07,2.8146381139746394e-34,3.0062763627615324e-07,0.938,1.9987901313288426e-16,0.019706499342856565,0.00018420402029957096,3.602376793362028e-09,1.9523267730848515e-06,0.0,0.0,0.008946456704854507,6.362499937301316e-16,0.05029298247698123,5.513760515009255e-09,2.761167934015901e-43,0.0017964836274963422,7.68109250645012e-29,5.722367961949205e-12
9.656552339650881e-05,0.048764219312884285,4.4792037085757987e-08,1.730974990935763e-05,5.145859847568135e-07,2.822248472239007e-34,3.0071538570883655e-07,0.938,2.0021801124336232e-16,0.01970621705537216,0.00018438850127233333,3.602281784881204e-09,1.9521405605636675e-06,0.0,0.0,0.008946549046226462,6.361562674554728e-16,0.05029326475635984,5.5287092880286065e-09,2.7677944498075033e-43,0.001796293747326003,7.703037727873584e-29,5.737942874226672e-12
9.663425567382983e-05,0.048764219312884285,4.477290898885691e-08,1.731532137216683e-05,5.145941878906894e-07,2.829874095964711e-34,3.0080308771112807e-07,0.938,2.005573438779589e-16,0.019705934692991124,0.00018457303420419107,3.602186802104171e-09,1.951954296440639e-06,0.0,0.0,0.008946641413779289,6.360640545036323e-16,0.05029354711063272,5.543688007535883e-09,2.7744322002990597e-43,0.001796103818334904,7.725042163192498e-29,5.753549209191618e-12
9.670298795115084e-05,0.048764219312884285,4.4753798833792426e-08,1.732088967288739e-05,5.146023933536864e-07,2.8375150047232486e-34,3.008907423157541e-07,0.938,2.008970111212015e-16,0.019705652255760302,0.00018475761906214705,3.6020918449755574e-09,1.9517679807428534e-06,0.0,0.0,0.008946733807496539,6.359733180854666e-16,0.05029382953975303,5.5586967119390605e-09,2.7810811965728857e-43,0.001795913840553396,7.747105929883786e-29,5.769187007805931e-12
9.677172022847186e-05,0.048764219312884285,4.473470659083387e-08,1.7326454814087176e-05,5.146106011446386e-07,2.8451712181104233e-34,3.009783495553569e-07,0.938,2.0123701305755322e-16,0.0197053697437265,0.00018494225581322703,3.6019969134401344e-09,1.951581613498172e-06,0.0,0.0,0.008946826227361784,6.35884022258927e-16,0.05029411204367398,5.5737354396649995e-09,2.7877414497139493e-43,0.0017957238140118093,7.769229145563667e-29,5.784856311052733e-12
9.684045250579287e-05,0.048764219312884285,4.4715632230324905e-08,1.7332016798330352e-05,5.14618811262361e-07,2.8528427557189176e-34,3.0106590946255005e-07,0.938,2.0157734977142146e-16,0.019705087156936498,0.0001851269444244765,3.6019020074428545e-09,1.951395194730896e-06,0.0,0.0,0.0089469186733586,6.357961318047863e-16,0.05029439462234877,5.588804229157003e-09,2.7944129708095247e-43,0.001795533738740463,7.791411927969704e-29,5.8005571599347e-12
9.690918478311389e-05,0.048764219312884285,4.469657572266792e-08,1.733757562817506e-05,5.146270237052792e-07,2.860529637139575e-34,3.011534220698958e-07,0.938,2.0191802134712137e-16,0.019704804495437035,0.00018531168486297356,3.6018071269287866e-09,1.951208724465476e-06,0.0,0.0,0.008947011145470592,6.357096126613563e-16,0.05029467727573068,5.603903118885477e-09,2.801095770950688e-43,0.00179534361476965,7.813654395039623e-29,5.816289595484574e-12
9.69779170604349e-05,0.048764219312884285,4.467753703833541e-08,1.7343131306175497e-05,5.146352384717693e-07,2.8682318819870786e-34,3.0124088740987644e-07,0.938,2.022590278689117e-16,0.019704521759274837,0.00018549647709581628,3.6017122718430952e-09,1.9510222027304333e-06,0.0,0.0,0.008947103643681354,6.356244314617082e-16,0.05029496000377296,5.6190321473374165e-09,2.8077898612308407e-43,0.001795153442129641,7.835956664833949e-29,5.8320536587542815e-12
9.704664933775592e-05,0.048764219312884285,4.465851614786698e-08,1.7348683834880558e-05,5.146434555608076e-07,2.8759495099037344e-34,3.0132830551497163e-07,0.938,2.0260036942096514e-16,0.01970423894849656,0.00018568132109013288,3.601617442131114e-09,1.9508356295530846e-06,0.0,0.0,0.00894719616797451,6.355405558602342e-16,0.050295242806428976,5.634191353025151e-09,2.8144952527469337e-43,0.0017949632208506836,7.858318855600601e-29,5.847849390824424e-12
9.711538161507694e-05,0.048764219312884285,4.463951302187773e-08,1.735423321683581e-05,5.146516749713604e-07,2.883682540515903e-34,3.014156764176231e-07,0.938,2.029420460874092e-16,0.019703956063148877,0.00018586621681306766,3.6015226377384013e-09,1.9506490049543354e-06,0.0,0.0,0.008947288718333696,6.354579540296255e-16,0.05029552568365206,5.64938077447429e-09,2.821211956597782e-43,0.0017947729509630204,7.880741085686168e-29,5.863676832791768e-12
9.718411389239795e-05,0.048764219312884285,4.462052763103353e-08,1.7359779454581677e-05,5.146598967014368e-07,2.8914309934361757e-34,3.0150300015019463e-07,0.938,2.0328405795228453e-16,0.019703673103278384,0.00018605116423179525,3.601427858610543e-09,1.9504623289583347e-06,0.0,0.0,0.00894738129474256,6.353765951258755e-16,0.0502958086353956,5.664600450236047e-09,2.8279399838857817e-43,0.0017945826324968633,7.903223473626982e-29,5.879536025781246e-12
9.725284616971897e-05,0.048764219312884285,4.46015599460748e-08,1.7365322550654365e-05,5.146681207494999e-07,2.8991948883529944e-34,3.015902767449419e-07,0.938,2.036264050995759e-16,0.01970339006893167,0.00018623616331351017,3.6013331046931537e-09,1.9502756016011106e-06,0.0,0.0,0.008947473897184742,6.352964489196131e-16,0.050296091661613015,5.6798504188780554e-09,2.8346793457156313e-43,0.0017943922654823986,7.92576613808151e-29,5.895427010936762e-12
9.732157844703998e-05,0.048764219312884285,4.4582609937817456e-08,1.7370862507586174e-05,5.146763471147893e-07,2.906974244923081e-34,3.0167750623415907e-07,0.938,2.0396908761320522e-16,0.019703106960155314,0.00018642121402542893,3.6012383759322774e-09,1.950088822900899e-06,0.0,0.0,0.008947566525643914,6.352174858565701e-16,0.05029637476225774,5.6951307189864646e-09,2.8414300531946223e-43,0.0017942018499498104,7.94836919784584e-29,5.9113498294241425e-12
9.738343749662889e-05,0.048764219312884285,4.45655700198902e-08,1.7375845786948913e-05,5.146837528235242e-07,2.913988901802613e-34,3.017559725258596e-07,0.938,2.0427778868300019e-16,0.019702852098657676,0.0001865878037829027,3.6011531415116544e-09,1.949920678193561e-06,0.0,0.0,0.008947649913488212,6.351474068125549e-16,0.050296629616434906,5.708908954394513e-09,2.8475153996380406e-43,0.001794030434512412,7.968763687922094e-29,5.925707617602418e-12
9.74452965462178e-05,0.048764219312884285,4.4548544375303614e-08,1.7380826527494084e-05,5.146911604068592e-07,2.9210161128999708e-34,3.018344007116229e-07,0.938,2.0458676152851933e-16,0.0197025971769436,0.0001867544353104458,3.601067927384756e-09,1.9497524919396036e-06,0.0,0.0,0.008947733322381165,6.350782423707087e-16,0.05029688453082662,5.722711817723145e-09,2.8536099531581997e-43,0.0017938589798217283,7.989207281388964e-29,5.940091254188325e-12
9.75071555958067e-05,0.048764219312884285,4.45315329829258e-08,1.7385804731059012e-05,5.146985698638351e-07,2.9280558925761677e-34,3.019127908148491e-07,0.938,2.0489600621081076e-16,0.019702342195046955,0.000186921108584205,3.600982733512445e-09,1.9495842641583727e-06,0.0,0.0,0.008947816752310883,6.350099723506147e-16,0.05029713950539899,5.7365393371402415e-09,2.859713721857713e-43,0.0017936874858997195,8.009700065136113e-29,5.954500769236259e-12
9.756901464539561e-05,0.048764219312884285,4.451453582165487e-08,1.7390780399477392e-05,5.147059811935571e-07,2.935108255191857e-34,3.0199114285894025e-07,0.938,2.0520552279086125e-16,0.019702087153001594,0.00018708782358034854,3.6008975598556555e-09,1.9494159948671357e-06,0.0,0.0,0.0089479002032655,6.349425771808613e-16,0.05029739454011821,5.750391540831769e-09,2.865826713841723e-43,0.0017935159527683315,8.030242126187982e-29,5.968936192820659e-12
9.763087369498452e-05,0.048764219312884285,4.449755287043177e-08,1.7395753534580445e-05,5.147133943949933e-07,2.942173215108996e-34,3.020694568672377e-07,0.938,2.055153113296251e-16,0.019701832050841354,0.00018725458027505607,3.600812406375378e-09,1.949247684084117e-06,0.0,0.0,0.008947983675233147,6.348760376044417e-16,0.0502976496349504,5.764268456993235e-09,2.871948937216707e-43,0.0017933443804494997,8.050833551640359e-29,5.983397555026897e-12
9.769273274457343e-05,0.048764219312884285,4.448058410824128e-08,1.740072413819615e-05,5.147208094670557e-07,2.9492507867036e-34,3.0214773286304824e-07,0.938,2.058253718880025e-16,0.01970157688860005,0.00018742137864452617,3.600727273032688e-09,1.949079331829527e-06,0.0,0.0,0.008948067168201963,6.348103348794547e-16,0.05029790478986177,5.778170113836106e-09,2.8780804000913706e-43,0.0017931727689651422,8.071474428708233e-29,5.997884885958313e-12
9.775459179416234e-05,0.048764219312884285,4.446362951412223e-08,1.7405692212150498e-05,5.147282264088178e-07,2.95634098436593e-34,3.022259708696663e-07,0.938,2.0613570452686622e-16,0.019701321666311472,0.00018758821866496695,3.6006421597888044e-09,1.948910938122413e-06,0.0,0.0,0.008948150682160094,6.347454505206332e-16,0.05029816000481851,5.792096539579941e-09,2.884221110575554e-43,0.00179300111833717,8.092164844667165e-29,6.012398215728617e-12
9.781645084375125e-05,0.048764219312884285,4.444668906713684e-08,1.7410657758265793e-05,5.147356452193094e-07,2.96344382247414e-34,3.0230417091033044e-07,0.938,2.0644630930703192e-16,0.019701066384009393,0.0001877551003126065,3.600557066604974e-09,1.9487425029802207e-06,0.0,0.0,0.008948234217095705,6.346813665661562e-16,0.05029841527978686,5.806047762461118e-09,2.890371076781446e-43,0.0017928294285874794,8.112904886918619e-29,6.026937574469658e-12
9.787830989334016e-05,0.048764219312884285,4.442976274640231e-08,1.7415620778361077e-05,5.147430658975205e-07,2.97055931542598e-34,3.0238233300826194e-07,0.938,2.067571862892641e-16,0.01970081104172758,0.00018792202356369096,3.6004719934425587e-09,1.9485740264220963e-06,0.0,0.0,0.008948317772996954,6.346180655121239e-16,0.050298670614733074,5.82002381073114e-09,2.8965303068233484e-43,0.0017926576997379508,8.133694642977343e-29,6.0415029923306336e-12
9.794016894292906e-05,0.048764219312884285,4.4412850531075696e-08,1.742058127425276e-05,5.147504884424615e-07,2.977687477622515e-34,3.024604571866559e-07,0.938,2.070683355342851e-16,0.019700555639499743,0.00018808898839448076,3.600386940263008e-09,1.9484055084667913e-06,0.0,0.0,0.008948401349852015,6.34555530215785e-16,0.05029892600962341,5.834024712653867e-09,2.902698808817288e-43,0.001792485931810453,8.154534200450804e-29,6.056094499475152e-12
9.800202799251797e-05,0.048764219312884285,4.439595240035583e-08,1.7425539247754692e-05,5.14757912853145e-07,2.984828323471166e-34,3.025385434686718e-07,0.938,2.073797571027778e-16,0.0197003001773596,0.00018825599478125023,3.600301907027845e-09,1.9482369491329557e-06,0.0,0.0,0.00894848494764907,6.344937438690577e-16,0.05029918146442417,5.848050496504906e-09,2.908876590880932e-43,0.001792314124826843,8.175423647034689e-29,6.070712126080298e-12
9.81257460916958e-05,0.048764219312884285,4.436219830974639e-08,1.743544763483069e-05,5.147727672677854e-07,2.999148123787146e-34,3.026946024360298e-07,0.938,2.080034174526918e-16,0.019699789073477164,0.00018859013212790162,3.600131900237246e-09,1.9478997064043846e-06,0.0,0.0,0.008948652206021913,6.343723525768724e-16,0.05029969255362221,5.876176823158384e-09,2.9212600276969304e-43,0.0017919703937786533,8.21735255879789e-29,6.100025858454066e-12
9.824946419087363e-05,0.048764219312884285,4.4328500309017186e-08,1.7445345954044332e-05,5.147876291335424e-07,3.0135188317634093e-34,3.028505100949345e-07,0.938,2.0862816782360411e-16,0.019699277730349546,0.00018892443541414046,3.5999619727647254e-09,1.947562298385627e-06,0.0,0.0,0.008948819548021084,6.342537642209939e-16,0.050300203882057894,5.9044030171512076e-09,2.9336806822482326e-43,0.0017916265067679947,8.259482081748605e-29,6.129444431160728e-12
9.837318229005146e-05,0.048764219312884285,4.4294858233282444e-08,1.7455234219805638e-05,5.148024984425266e-07,3.027940562893454e-34,3.030062666294777e-07,0.938,2.0925400869940805e-16,0.01969876614824572,0.00018925890445070718,3.5997921243056306e-09,1.9472247252257533e-06,0.0,0.0,0.008948986973552288,6.341378569246523e-16,0.05030071544946224,5.932729305151085e-09,2.946138619540743e-43,0.001791282463969278,8.301812920935842e-29,6.1589680861475e-12
9.84969003892293e-05,0.048764219312884285,4.4261271918323606e-08,1.7465112446479628e-05,5.148173751868602e-07,3.042413432774665e-34,3.031618722232491e-07,0.938,2.0988094056329148e-16,0.019698254327434356,0.0001895935390485864,3.5996223545566604e-09,1.946886987073662e-06,0.0,0.0,0.008949154482521373,6.340245141074899e-16,0.050301227255566634,5.961155914033882e-09,2.9586339046093875e-43,0.0017909382655567155,8.344345782979438e-29,6.188597065600042e-12
9.874433658758495e-05,0.048764219312884285,4.419426591718314e-08,1.7484838839804117e-05,5.148471509501095e-07,3.0715130516986866e-34,3.034726313202977e-07,0.938,2.1113807918455864e-16,0.019697229970761978,0.0001902633041734276,3.5992830499826753e-09,1.946211016387578e-06,0.0,0.0,0.008949489750397142,6.33805079968235e-16,0.050302251582802555,6.018311002982897e-09,2.9837367783584212e-43,0.0017902494025859082,8.430020409920622e-29,6.248171967827546e-12
9.899177278594061e-05,0.048764219312884285,4.4127481005086995e-08,1.7504525248051376e-05,5.148769563604607e-07,3.100818615387335e-34,3.0378278884469856e-07,0.938,2.1239958753893328e-16,0.019696204662475233,0.0001909337292813711,3.5989440566433866e-09,1.945534387515193e-06,0.0,0.0,0.008949825350897543,6.335946257938723e-16,0.05030327686162289,6.0758701031341965e-09,3.008989824349799e-43,0.0017895599192453023,8.516511646799048e-29,6.308171080063451e-12
9.923920898429627e-05,0.048764219312884285,4.4060915892003696e-08,1.752417178455237e-05,5.149067913552421e-07,3.130331052346855e-34,3.040923462470607e-07,0.938,2.136654694667981e-16,0.019695178404711865,0.0001916048128689626,3.5986053721607758e-09,1.94485710164165e-06,0.0,0.0,0.008950161283273665,6.333923863446336e-16,0.05030430308988994,6.1338350369180435e-09,3.0343935638963443e-43,0.0017888698169214773,8.603825202876127e-29,6.368596348307894e-12
9.948664518265194e-05,0.048764219312884285,4.3994569298271035e-08,1.7543778561941352e-05,5.149366558719415e-07,3.1600512927344996e-34,3.0440130497004767e-07,0.938,2.1493572879741683e-16,0.019694151199604576,0.00019227655343656566,3.5982669941779634e-09,1.9441791599494315e-06,0.0,0.0,0.00895049754677853,6.331976608821807e-16,0.0503053302654711,6.1922076300532585e-09,3.0599485187679723e-43,0.0017881790969978767,8.691966812495856e-29,6.429449722335973e-12
9.97340813810076e-05,0.048764219312884285,4.3928439954489584e-08,1.7563345692161418e-05,5.149665498482021e-07,3.189980268355116e-34,3.047096664484363e-07,0.938,2.162103693489575e-16,0.01969312304928104,0.00019294894948834092,3.5979289203589947e-09,1.943500563618373e-06,0.0,0.0,0.008950834140667075,6.330098076248718e-16,0.05030635838623872,6.250989711542213e-09,3.0856552111905426e-43,0.0017874877608548248,8.780942235136792e-29,6.490733155693595e-12
9.998151757936326e-05,0.048764219312884285,4.3862526601416754e-08,1.7582873286470104e-05,5.149964732218243e-07,3.2201189126577148e-34,3.0501743210917796e-07,0.938,2.1748939492851798e-16,0.01969209395586394,0.0001936219995322261,3.5975911483886192e-09,1.9428213138256746e-06,0.0,0.0,0.00895117106419615,6.328282388575573e-16,0.05030738745007022,6.310183113665025e-09,3.111514163844615e-43,0.0017867958098695402,8.870757255455239e-29,6.5524486056924995e-12
9.999999999999998e-05,0.048764219312884285,4.3857611791815564e-08,1.75843303300414e-05,5.149987095474512e-07,3.222378581401399e-34,3.050403970061508e-07,0.938,2.1758510875241046e-16,0.019692017049213636,0.00019367229968632958,3.5975659303256816e-09,1.942770550589556e-06,0.0,0.0,0.008951196244146194,6.328149134630159e-16,0.05030746435450941,6.314621166757024e-09,3.113451842351187e-43,0.0017867440994645504,8.877499912006261e-29,6.5570758790906826e-12
0.00010047638997607456,0.048764219312884285,4.373134288059164e-08,1.762181030898992e-05,5.150564079131287e-07,3.2810289493046505e-34,3.0563118164675197e-07,0.938,2.200606163449053e-16,0.019690032948214913,0.00019497005564683803,3.5969165008348715e-09,1.941460858551066e-06,0.0,0.0,0.008951845897212724,6.32481849396414e-16,0.0503094483984592,6.429811225282331e-09,3.163690942835066e-43,0.0017854100688657088,9.052929353847608e-29,6.677183403655882e-12
0.00010097126237278587,0.048764219312884285,4.3601008261086495e-08,1.766059050606892e-05,5.15116459451345e-07,3.342788903018227e-34,3.0624256484410825e-07,0.938,2.2264942328301e-16,0.019687968193539913,0.000196320709918644,3.596243033400685e-09,1.940097803491052e-06,0.0,0.0,0.008952522039920762,6.3215471025826435e-16,0.05031151309375614,6.551106688455002e-09,3.2164830462272355e-43,0.0017840218849426016,9.238529889921246e-29,6.803669849820715e-12
0.00010146613476949718,0.048764219312884285,4.347151302421494e-08,1.7699214743671085e-05,5.151766273444065e-07,3.405406300225097e-34,3.0685159284104705e-07,0.938,2.2525584580390344e-16,0.01968589970864304,0.00019767395054497906,3.595570728287841e-09,1.9387321579698263e-06,0.0,0.0,0.008953199486442616,6.318436496750038e-16,0.05031358151915741,6.674084278762278e-09,3.269894671699119e-43,0.0017826312690077317,9.427606051224163e-29,6.9319237376709396e-12
0.00010196100716620849,0.048764219312884285,4.3342847604165024e-08,1.77376838773307e-05,5.152369111026634e-07,3.4688886933243345e-34,3.074582766576551e-07,0.938,2.278799137941511e-16,0.01968382751025086,0.00019902976578162315,3.594899568009429e-09,1.9373639312707693e-06,0.0,0.0,0.008953878230930157,6.315460087599985e-16,0.05031565365793699,6.798758823609443e-09,3.323930024077145e-43,0.0017812382319203801,9.620205431850754e-29,7.061960920401814e-12
0.00010245587956291979,0.048764219312884285,4.3215002584943524e-08,1.7775998752322987e-05,5.152973102388547e-07,3.5332436605758947e-34,3.080626271960729e-07,0.938,2.30521656966651e-16,0.019681751615013197,0.0002003881439421651,3.594229535383525e-09,1.9359931326368716e-06,0.0,0.0,0.008954558267564453,6.312595597663779e-16,0.05031772949344555,6.925145202026044e-09,3.3785933152949636e-43,0.0017798427844920666,9.816376033698631e-29,7.1937973107433826e-12
0.0001029507519596311,0.048764219312884285,4.3087968697381e-08,1.7814160203832807e-05,5.153578242680848e-07,3.5984788059891943e-34,3.086646552422328e-07,0.938,2.3318110486147003e-16,0.01967967203950392,0.00020174907339737358,3.5935606135269924e-09,1.9346197712711716e-06,0.0,0.0,0.008955239590555466,6.309824363119052e-16,0.05031980900910973,7.053258344462526e-09,3.433888764352203e-43,0.001778444937487011,1.0016166267716178e-28,7.32744888078218e-12
0.00010344562435634241,0.048764219312884285,4.296173681623235e-08,1.7852169057119874e-05,5.154184527077954e-07,3.6646017592113036e-34,3.092643714675298e-07,0.938,2.358582868466761e-16,0.01967758880022168,0.00020311254257457568,3.5928927858494763e-09,1.9332438563371634e-06,0.0,0.0,0.008955922194141708,6.307130742308433e-16,0.05032189218843135,7.1831132325852295e-09,3.4898205972732105e-43,0.0017770447016225927,1.021962495513367e-28,7.462931661781096e-12
